date,team,oppteam,location,teamscore,oppscore
1/21/2024,Michigan St.,Maryland,V,61,59
1/21/2024,Saint Peter's,Canisius,H,70,59
1/21/2024,Maryland,Michigan St.,H,59,61
1/21/2024,Sacred Heart,Wagner,H,66,61
1/21/2024,Central Conn. St.,LIU,V,72,63
1/21/2024,Illinois,Rutgers,H,86,63
1/21/2024,Indiana St.,Murray St.,V,72,63
1/21/2024,Stonehill,Merrimack,V,47,63
1/21/2024,Wagner,Sacred Heart,V,61,66
1/21/2024,South Fla.,Wichita St.,H,72,68
1/21/2024,Canisius,Saint Peter's,V,59,70
1/21/2024,Niagara,Mount St. Mary's,V,82,71
1/21/2024,LIU,Central Conn. St.,H,63,72
1/21/2024,Murray St.,Indiana St.,H,63,72
1/21/2024,Wichita St.,South Fla.,V,68,72
1/21/2024,Chattanooga,ETSU,V,81,74
1/21/2024,Fairfield,Manhattan,V,82,75
1/21/2024,Utah,Oregon,H,80,77
1/21/2024,Tulane,Memphis,H,81,79
1/21/2024,Oregon,Utah,V,77,80
1/21/2024,ETSU,Chattanooga,H,74,81
1/21/2024,Memphis,Tulane,V,79,81
1/21/2024,Manhattan,Fairfield,H,75,82
1/21/2024,Mount St. Mary's,Niagara,H,71,82
1/21/2024,Rutgers,Illinois,V,63,86
1/21/2024,Quinnipiac,Iona,H,91,87
1/21/2024,Iona,Quinnipiac,V,87,91
1/21/2024,Saint Francis (PA),Le Moyne,V,57,94
1/21/2024,Fla. Atlantic,UTSA,V,112,103
1/21/2024,UTSA,Fla. Atlantic,H,103,112
1/22/2024,Colgate,Lehigh,H,60,57
1/22/2024,Lehigh,Colgate,V,57,60
1/22/2024,UMES,Queens (NY),H,71,61
1/22/2024,McNeese,A&M-Corpus Christi,V,62,61
1/22/2024,A&M-Corpus Christi,McNeese,H,61,62
1/22/2024,Montana,Weber St.,H,77,62
1/22/2024,Southeastern La.,Northwestern St.,H,71,62
1/22/2024,Jackson St.,Texas Southern,H,73,64
1/22/2024,North Carolina,Wake Forest,H,85,64
1/22/2024,Lamar University,Tex. A&M-Commerce,H,76,65
1/22/2024,Kansas,Cincinnati,H,74,69
1/22/2024,Florida A&M,Mississippi Val.,V,81,70
1/22/2024,Montana St.,Idaho St.,H,77,70
1/22/2024,Northwestern St.,Southeastern La.,V,62,71
1/22/2024,Ark.-Pine Bluff,Bethune-Cookman,H,76,72
1/22/2024,Texas Southern,Jackson St.,V,64,73
1/22/2024,Cincinnati,Kansas,V,69,74
1/22/2024,Hofstra,Stony Brook,V,80,74
1/22/2024,Nicholls,UIW,V,78,74
1/22/2024,Bethune-Cookman,Ark.-Pine Bluff,V,72,76
1/22/2024,Tex. A&M-Commerce,Lamar University,V,65,76
1/22/2024,Idaho St.,Montana St.,V,70,77
1/22/2024,Weber St.,Montana,V,62,77
1/22/2024,Alcorn,Prairie View,H,90,78
1/22/2024,UIW,Nicholls,H,74,78
1/22/2024,Houston Christian,New Orleans,H,88,80
1/22/2024,Stony Brook,Hofstra,H,74,80
1/22/2024,Mississippi Val.,Florida A&M,H,70,81
1/22/2024,Wake Forest,North Carolina,V,64,85
1/22/2024,New Orleans,Houston Christian,V,80,88
1/22/2024,Prairie View,Alcorn,V,78,90
1/23/2024,Cornell,Wells,H,105,49
1/23/2024,Duquesne,St. Bonaventure,H,54,50
1/23/2024,Dayton,La Salle,V,66,54
1/23/2024,St. Bonaventure,Duquesne,V,50,54
1/23/2024,Central Mich.,Miami (OH),H,71,55
1/23/2024,Western Mich.,Eastern Mich.,H,73,56
1/23/2024,Texas A&M,Missouri,H,63,57
1/23/2024,Air Force,UNLV,V,90,58
1/23/2024,Akron,Ohio,H,67,58
1/23/2024,Ball St.,Buffalo,V,87,59
1/23/2024,UCF,West Virginia,H,72,59
1/23/2024,Wisconsin,Minnesota,V,61,59
1/23/2024,Texas,Oklahoma,V,75,60
1/23/2024,Minnesota,Wisconsin,H,59,61
1/23/2024,South Carolina,Kentucky,H,79,62
1/23/2024,Missouri,Texas A&M,V,57,63
1/23/2024,UNI,Evansville,H,70,63
1/23/2024,Pittsburgh,Georgia Tech,V,72,64
1/23/2024,San Diego St.,Wyoming,H,81,65
1/23/2024,Butler,Georgetown,V,90,66
1/23/2024,La Salle,Dayton,H,54,66
1/23/2024,Illinois St.,Belmont,H,77,67
1/23/2024,Ohio,Akron,V,58,67
1/23/2024,Purdue,Michigan,H,99,67
1/23/2024,VCU,Loyola Chicago,H,74,67
1/23/2024,Boise St.,Fresno St.,V,72,68
1/23/2024,Houston,BYU,V,75,68
1/23/2024,Duke,Louisville,V,83,69
1/23/2024,Florida St.,Syracuse,V,85,69
1/23/2024,Nebraska,Ohio St.,H,83,69
1/23/2024,TCU,Oklahoma St.,V,74,69
1/23/2024,Charlotte,UAB,H,76,70
1/23/2024,Evansville,UNI,V,63,70
1/23/2024,Miami (OH),Central Mich.,V,55,71
1/23/2024,Virginia Tech,Boston College,H,76,71
1/23/2024,Fresno St.,Boise St.,H,68,72
1/23/2024,Georgia Tech,Pittsburgh,H,64,72
1/23/2024,West Virginia,UCF,V,59,72
1/23/2024,Eastern Mich.,Western Mich.,V,56,73
1/23/2024,Toledo,NIU,V,89,73
1/23/2024,Loyola Chicago,VCU,V,67,74
1/23/2024,Oklahoma St.,TCU,H,69,74
1/23/2024,BYU,Houston,H,68,75
1/23/2024,Oklahoma,Texas,H,60,75
1/23/2024,Boston College,Virginia Tech,V,71,76
1/23/2024,UAB,Charlotte,V,70,76
1/23/2024,Belmont,Illinois St.,V,67,77
1/23/2024,Saint Joseph's,Massachusetts,V,78,77
1/23/2024,Creighton,Xavier,H,85,78
1/23/2024,Massachusetts,Saint Joseph's,H,77,78
1/23/2024,Kentucky,South Carolina,V,62,79
1/23/2024,San Diego,Portland,V,85,81
1/23/2024,Wyoming,San Diego St.,V,65,81
1/23/2024,Louisville,Duke,H,69,83
1/23/2024,Ohio St.,Nebraska,V,69,83
1/23/2024,Kent St.,Bowling Green,V,90,84
1/23/2024,Portland,San Diego,H,81,85
1/23/2024,Syracuse,Florida St.,H,69,85
1/23/2024,Xavier,Creighton,V,78,85
1/23/2024,Buffalo,Ball St.,H,59,87
1/23/2024,NIU,Toledo,H,73,89
1/23/2024,Bowling Green,Kent St.,H,84,90
1/23/2024,Georgetown,Butler,H,66,90
1/23/2024,UNLV,Air Force,H,58,90
1/23/2024,Michigan,Purdue,V,67,99
1/24/2024,Lafayette,Loyola Maryland,V,70,44
1/24/2024,St. John's (NY),Villanova,H,70,50
1/24/2024,Ole Miss,Arkansas,H,77,51
1/24/2024,East Carolina,Wichita St.,V,54,52
1/24/2024,Virginia,NC State,H,59,53
1/24/2024,Wichita St.,East Carolina,H,52,54
1/24/2024,Fla. Atlantic,Rice,V,69,56
1/24/2024,Washington St.,Utah,H,79,57
1/24/2024,Army West Point,Boston U.,V,69,59
1/24/2024,NC State,Virginia,V,53,59
1/24/2024,Winthrop,Charleston So.,V,78,59
1/24/2024,Davidson,Saint Louis,V,84,61
1/24/2024,Miami (FL),Notre Dame,V,73,61
1/24/2024,James Madison,Old Dominion,V,78,62
1/24/2024,Bradley,Murray St.,H,71,63
1/24/2024,Bucknell,Navy,H,71,63
1/24/2024,Providence,Seton Hall,V,67,63
1/24/2024,Southern Miss.,Coastal Carolina,V,79,63
1/24/2024,Gardner-Webb,Longwood,V,76,64
1/24/2024,Nevada,Colorado St.,H,77,64
1/24/2024,American,Holy Cross,H,84,65
1/24/2024,Chattanooga,Wofford,V,79,65
1/24/2024,Troy,Texas St.,H,78,65
1/24/2024,Georgia,LSU,H,68,66
1/24/2024,The Citadel,Mercer,H,68,66
1/24/2024,High Point,USC Upstate,V,78,67
1/24/2024,Iowa St.,Kansas St.,H,78,67
1/24/2024,Maryland,Iowa,V,69,67
1/24/2024,Middle Tenn.,Jacksonville St.,H,75,67
1/24/2024,Seton Hall,Providence,H,63,67
1/24/2024,Fordham,Rhode Island,V,71,68
1/24/2024,Furman,Samford,H,78,68
1/24/2024,LSU,Georgia,V,66,68
1/24/2024,Marshall,Georgia St.,H,77,68
1/24/2024,Mercer,The Citadel,V,66,68
1/24/2024,Boston U.,Army West Point,H,59,69
1/24/2024,Iowa,Maryland,H,67,69
1/24/2024,Rice,Fla. Atlantic,H,56,69
1/24/2024,South Fla.,Temple,V,75,69
1/24/2024,Southern Ill.,Valparaiso,H,75,69
1/24/2024,UNC Asheville,Radford,H,81,69
1/24/2024,Florida,Mississippi St.,H,79,70
1/24/2024,Loyola Maryland,Lafayette,H,44,70
1/24/2024,Villanova,St. John's (NY),V,50,70
1/24/2024,Murray St.,Bradley,V,63,71
1/24/2024,Navy,Bucknell,V,63,71
1/24/2024,Rhode Island,Fordham,H,68,71
1/24/2024,ETSU,VMI,V,74,73
1/24/2024,Marquette,DePaul,V,86,73
1/24/2024,Notre Dame,Miami (FL),H,61,73
1/24/2024,Richmond,George Washington,H,82,74
1/24/2024,VMI,ETSU,H,73,74
1/24/2024,Alabama,Auburn,H,79,75
1/24/2024,Jacksonville St.,Middle Tenn.,V,67,75
1/24/2024,New Mexico,San Jose St.,V,95,75
1/24/2024,Temple,South Fla.,H,69,75
1/24/2024,Valparaiso,Southern Ill.,V,69,75
1/24/2024,Longwood,Gardner-Webb,H,64,76
1/24/2024,Arkansas,Ole Miss,V,51,77
1/24/2024,Colorado St.,Nevada,V,64,77
1/24/2024,Georgia St.,Marshall,V,68,77
1/24/2024,Charleston So.,Winthrop,H,59,78
1/24/2024,Kansas St.,Iowa St.,V,67,78
1/24/2024,Old Dominion,James Madison,H,62,78
1/24/2024,Samford,Furman,V,68,78
1/24/2024,Texas St.,Troy,V,65,78
1/24/2024,USC Upstate,High Point,H,67,78
1/24/2024,Auburn,Alabama,V,75,79
1/24/2024,Coastal Carolina,Southern Miss.,H,63,79
1/24/2024,Mississippi St.,Florida,V,70,79
1/24/2024,Queens (NC),Central Ark.,H,96,79
1/24/2024,Utah,Washington St.,V,57,79
1/24/2024,Wofford,Chattanooga,H,65,79
1/24/2024,Missouri St.,Drake,H,83,80
1/24/2024,Colorado,Washington,V,98,81
1/24/2024,Radford,UNC Asheville,V,69,81
1/24/2024,George Washington,Richmond,V,74,82
1/24/2024,UNC Greensboro,Western Caro.,V,85,82
1/24/2024,Drake,Missouri St.,V,80,83
1/24/2024,Indiana St.,UIC,V,89,83
1/24/2024,Holy Cross,American,V,65,84
1/24/2024,North Ala.,Kennesaw St.,V,90,84
1/24/2024,Saint Louis,Davidson,H,61,84
1/24/2024,Western Caro.,UNC Greensboro,H,82,85
1/24/2024,DePaul,Marquette,H,73,86
1/24/2024,UTSA,Tulane,H,89,88
1/24/2024,Tulane,UTSA,V,88,89
1/24/2024,UIC,Indiana St.,H,83,89
1/24/2024,Kennesaw St.,North Ala.,H,84,90
1/24/2024,Northwestern,Illinois,H,96,91
1/24/2024,San Jose St.,New Mexico,H,75,95
1/24/2024,Central Ark.,Queens (NC),V,79,96
1/24/2024,Illinois,Northwestern,V,91,96
1/24/2024,Washington,Colorado,H,81,98
1/25/2024,Saint Mary's (CA),Pacific,H,76,28
1/25/2024,Merrimack,Wagner,V,60,44
1/25/2024,Portland St.,Montana,H,72,46
1/25/2024,Youngstown St.,IUPUI,V,78,50
1/25/2024,Cal St. Fullerton,Cal Poly,V,54,51
1/25/2024,Grand Canyon,SFA,V,53,51
1/25/2024,SFA,Grand Canyon,H,51,53
1/25/2024,Cal Poly,Cal St. Fullerton,H,51,54
1/25/2024,California Baptist,UTRGV,V,63,54
1/25/2024,Louisiana Tech,UTEP,H,68,54
1/25/2024,UNCW,Northeastern,V,77,54
1/25/2024,Bryant,NJIT,V,70,55
1/25/2024,Hofstra,William & Mary,H,64,55
1/25/2024,CSU Bakersfield,CSUN,V,64,56
1/25/2024,Rider,Saint Peter's,V,62,57
1/25/2024,Purdue Fort Wayne,Northern Ky.,V,63,58
1/25/2024,UT Martin,Southeast Mo. St.,H,84,58
1/25/2024,Eastern Ill.,Tennessee Tech,H,68,59
1/25/2024,Eastern Ky.,Jacksonville,H,75,59
1/25/2024,Green Bay,Oakland,H,69,59
1/25/2024,Abilene Christian,Utah Tech,H,82,60
1/25/2024,Central Conn. St.,Fairleigh Dickinson,V,76,60
1/25/2024,LIU,Stonehill,H,63,60
1/25/2024,Northern Ariz.,Idaho,V,75,60
1/25/2024,Wagner,Merrimack,H,44,60
1/25/2024,Oregon,Arizona St.,H,80,61
1/25/2024,UC Irvine,Long Beach St.,V,72,61
1/25/2024,UC Santa Barbara,Hawaii,V,78,61
1/25/2024,Montana St.,Sacramento St.,V,70,62
1/25/2024,Saint Peter's,Rider,H,57,62
1/25/2024,North Florida,Bellarmine,V,71,63
1/25/2024,Northern Ky.,Purdue Fort Wayne,H,58,63
1/25/2024,Stonehill,LIU,V,60,63
1/25/2024,UTRGV,California Baptist,H,54,63
1/25/2024,CSUN,CSU Bakersfield,H,56,64
1/25/2024,William & Mary,Hofstra,V,55,64
1/25/2024,LMU (CA),Portland,H,92,65
1/25/2024,Quinnipiac,Mount St. Mary's,H,79,65
1/25/2024,Stony Brook,Monmouth,H,72,65
1/25/2024,UC San Diego,UC Riverside,H,66,65
1/25/2024,Vermont,UMass Lowell,V,72,65
1/25/2024,Little Rock,Lindenwood,H,80,66
1/25/2024,North Texas,SMU,H,68,66
1/25/2024,South Dakota St.,Kansas City,H,75,66
1/25/2024,St. Thomas (MN),North Dakota St.,H,79,66
1/25/2024,UC Riverside,UC San Diego,V,65,66
1/25/2024,ULM,South Alabama,H,80,66
1/25/2024,Oral Roberts,Omaha,H,74,67
1/25/2024,Sam Houston,New Mexico St.,H,79,67
1/25/2024,Towson,Drexel,H,70,67
1/25/2024,Campbell,Elon,H,78,68
1/25/2024,SMU,North Texas,V,66,68
1/25/2024,Tennessee Tech,Eastern Ill.,V,59,68
1/25/2024,UTEP,Louisiana Tech,V,54,68
1/25/2024,Western Ill.,Southern Ind.,V,73,68
1/25/2024,Oakland,Green Bay,V,59,69
1/25/2024,Drexel,Towson,V,67,70
1/25/2024,NJIT,Bryant,H,55,70
1/25/2024,Sacramento St.,Montana St.,H,62,70
1/25/2024,Southern Utah,Tarleton St.,V,73,70
1/25/2024,Bellarmine,North Florida,H,63,71
1/25/2024,Delaware,N.C. A&T,H,90,71
1/25/2024,Milwaukee,Detroit Mercy,H,87,71
1/25/2024,Saint Francis (PA),Sacred Heart,H,75,71
1/25/2024,Santa Clara,Pepperdine,H,94,71
1/25/2024,Gonzaga,San Francisco,H,77,72
1/25/2024,Lipscomb,FGCU,V,98,72
1/25/2024,Long Beach St.,UC Irvine,H,61,72
1/25/2024,Monmouth,Stony Brook,V,65,72
1/25/2024,Montana,Portland St.,V,46,72
1/25/2024,UMass Lowell,Vermont,H,65,72
1/25/2024,Maine,UAlbany,H,81,73
1/25/2024,New Hampshire,Binghamton,H,79,73
1/25/2024,Southern Ind.,Western Ill.,H,68,73
1/25/2024,Tarleton St.,Southern Utah,H,70,73
1/25/2024,App State,Ga. Southern,H,84,74
1/25/2024,Eastern Wash.,Northern Colo.,H,77,74
1/25/2024,Omaha,Oral Roberts,V,67,74
1/25/2024,Idaho,Northern Ariz.,H,60,75
1/25/2024,Jacksonville,Eastern Ky.,V,59,75
1/25/2024,Kansas City,South Dakota St.,V,66,75
1/25/2024,Sacred Heart,Saint Francis (PA),V,71,75
1/25/2024,Fairleigh Dickinson,Central Conn. St.,H,60,76
1/25/2024,Pacific,Saint Mary's (CA),V,28,76
1/25/2024,Northeastern,UNCW,H,54,77
1/25/2024,Northern Colo.,Eastern Wash.,V,74,77
1/25/2024,San Francisco,Gonzaga,V,72,77
1/25/2024,Elon,Campbell,V,68,78
1/25/2024,Hawaii,UC Santa Barbara,H,61,78
1/25/2024,IUPUI,Youngstown St.,H,50,78
1/25/2024,Binghamton,New Hampshire,V,73,79
1/25/2024,Mount St. Mary's,Quinnipiac,V,65,79
1/25/2024,New Mexico St.,Sam Houston,V,67,79
1/25/2024,North Dakota St.,St. Thomas (MN),V,66,79
1/25/2024,Arizona St.,Oregon,V,61,80
1/25/2024,Lindenwood,Little Rock,V,66,80
1/25/2024,Oregon St.,Arizona,H,83,80
1/25/2024,South Alabama,ULM,V,66,80
1/25/2024,UAlbany,Maine,V,73,81
1/25/2024,Stetson,Austin Peay,H,83,82
1/25/2024,Utah Tech,Abilene Christian,V,60,82
1/25/2024,Arizona,Oregon St.,V,80,83
1/25/2024,Austin Peay,Stetson,V,82,83
1/25/2024,Ga. Southern,App State,V,74,84
1/25/2024,Southeast Mo. St.,UT Martin,V,58,84
1/25/2024,Col. of Charleston,Hampton,V,107,86
1/25/2024,Detroit Mercy,Milwaukee,V,71,87
1/25/2024,N.C. A&T,Delaware,V,71,90
1/25/2024,Western Ky.,FIU,H,105,91
1/25/2024,Portland,LMU (CA),V,65,92
1/25/2024,Pepperdine,Santa Clara,V,71,94
1/25/2024,FGCU,Lipscomb,H,72,98
1/25/2024,Wright St.,Cleveland St.,V,107,99
1/25/2024,FIU,Western Ky.,V,91,105
1/25/2024,Cleveland St.,Wright St.,H,99,107
1/25/2024,Hampton,Col. of Charleston,H,86,107
1/25/2024,Denver,South Dakota,H,111,110
1/25/2024,South Dakota,Denver,V,110,111
1/26/2024,Iona,Siena,V,70,51
1/26/2024,Seattle U,Utah Valley,H,62,61
1/26/2024,Niagara,Marist,H,67,62
1/26/2024,Utah Valley,Seattle U,V,61,62
1/26/2024,Ohio,Kent St.,V,71,64
1/26/2024,Wisconsin,Michigan St.,H,81,66
1/26/2024,Marist,Niagara,V,62,67
1/26/2024,Canisius,Manhattan,H,82,70
1/26/2024,Siena,Iona,H,51,70
1/26/2024,California,Stanford,H,73,71
1/26/2024,Kent St.,Ohio,H,64,71
1/26/2024,St. Bonaventure,Saint Joseph's,H,91,72
1/26/2024,Stanford,California,V,71,73
1/26/2024,Louisiana,Arkansas St.,H,81,75
1/26/2024,Arkansas St.,Louisiana,V,75,81
1/26/2024,Michigan St.,Wisconsin,V,66,81
1/26/2024,Manhattan,Canisius,V,70,82
1/26/2024,Saint Joseph's,St. Bonaventure,V,72,91
1/27/2024,Grambling,Mississippi Val.,H,54,46
1/27/2024,Drexel,N.C. A&T,H,62,47
1/27/2024,Boston U.,Lafayette,V,62,48
1/27/2024,Binghamton,Maine,V,51,50
1/27/2024,Cal St. Fullerton,CSU Bakersfield,H,68,50
1/27/2024,Morehead St.,Western Ill.,H,64,50
1/27/2024,UCLA,Southern California,V,65,50
1/27/2024,Maine,Binghamton,H,50,51
1/27/2024,Maryland,Nebraska,H,73,51
1/27/2024,Houston,Kansas St.,H,74,52
1/27/2024,Virginia,Louisville,V,69,52
1/27/2024,Long Beach St.,UC Riverside,V,65,53
1/27/2024,Louisiana Tech,New Mexico St.,H,73,53
1/27/2024,Colgate,American,V,73,54
1/27/2024,Evansville,Illinois St.,H,58,54
1/27/2024,Mississippi Val.,Grambling,V,46,54
1/27/2024,Central Mich.,Western Mich.,V,62,55
1/27/2024,Merrimack,Saint Francis (PA),V,74,55
1/27/2024,Bucknell,Army West Point,V,66,56
1/27/2024,Sam Houston,UTEP,H,60,56
1/27/2024,Towson,Delaware,V,67,56
1/27/2024,Cincinnati,UCF,H,68,57
1/27/2024,Kansas City,South Dakota,H,81,57
1/27/2024,Kentucky,Arkansas,V,63,57
1/27/2024,Marquette,Seton Hall,H,75,57
1/27/2024,N.C. Central,UMES,V,65,57
1/27/2024,SIUE,Tennessee Tech,H,74,57
1/27/2024,Vermont,Bryant,V,67,57
1/27/2024,Boston College,Notre Dame,V,61,58
1/27/2024,Illinois St.,Evansville,V,54,58
1/27/2024,Mississippi St.,Auburn,H,64,58
1/27/2024,Norfolk St.,Coppin St.,H,68,58
1/27/2024,Northwestern,Ohio St.,H,83,58
1/27/2024,Radford,Presbyterian,H,73,58
1/27/2024,Southern Ill.,Murray St.,V,60,58
1/27/2024,VCU,Davidson,V,63,58
1/27/2024,Duquesne,Fordham,H,68,59
1/27/2024,Stetson,Lipscomb,H,80,59
1/27/2024,UC San Diego,UC Davis,V,92,59
1/27/2024,Murray St.,Southern Ill.,H,58,60
1/27/2024,Tennessee St.,Eastern Ill.,V,64,60
1/27/2024,UTEP,Sam Houston,V,56,60
1/27/2024,Grand Canyon,UT Arlington,V,67,61
1/27/2024,Little Rock,Southeast Mo. St.,H,66,61
1/27/2024,Middle Tenn.,FIU,H,79,61
1/27/2024,Notre Dame,Boston College,H,58,61
1/27/2024,Chattanooga,The Citadel,H,90,62
1/27/2024,Creighton,DePaul,H,85,62
1/27/2024,Illinois,Indiana,H,70,62
1/27/2024,Jacksonville St.,Liberty,H,73,62
1/27/2024,Lafayette,Boston U.,H,48,62
1/27/2024,N.C. A&T,Drexel,V,47,62
1/27/2024,Rider,Mount St. Mary's,V,66,62
1/27/2024,Tennessee,Vanderbilt,V,75,62
1/27/2024,Western Mich.,Central Mich.,H,55,62
1/27/2024,Arkansas,Kentucky,H,57,63
1/27/2024,Bellarmine,Jacksonville,H,69,63
1/27/2024,Davidson,VCU,H,58,63
1/27/2024,Drake,UNI,H,77,63
1/27/2024,Auburn,Mississippi St.,V,58,64
1/27/2024,Eastern Ill.,Tennessee St.,H,60,64
1/27/2024,Green Bay,Detroit Mercy,H,78,64
1/27/2024,Idaho St.,Weber St.,V,74,64
1/27/2024,Lamar University,Southeastern La.,H,74,64
1/27/2024,Mercer,UNC Greensboro,V,70,64
1/27/2024,North Dakota,St. Thomas (MN),V,74,64
1/27/2024,Richmond,Dayton,H,69,64
1/27/2024,San Francisco,Portland,V,76,64
1/27/2024,South Carolina,Missouri,H,72,64
1/27/2024,South Carolina St.,Delaware St.,V,66,64
1/27/2024,Western Ill.,Morehead St.,V,50,64
1/27/2024,Belmont,UIC,H,74,65
1/27/2024,Eastern Mich.,Buffalo,H,75,65
1/27/2024,McNeese,New Orleans,H,102,65
1/27/2024,Saint Mary's (CA),LMU (CA),H,70,65
1/27/2024,Southern California,UCLA,H,50,65
1/27/2024,Syracuse,NC State,H,77,65
1/27/2024,UC Riverside,Long Beach St.,H,53,65
1/27/2024,UMES,N.C. Central,H,57,65
1/27/2024,UNC Asheville,Charleston So.,V,71,65
1/27/2024,UNLV,San Jose St.,V,77,65
1/27/2024,Yale,Harvard,V,78,65
1/27/2024,Army West Point,Bucknell,H,56,66
1/27/2024,Delaware St.,South Carolina St.,H,64,66
1/27/2024,Mount St. Mary's,Rider,H,62,66
1/27/2024,Oklahoma St.,West Virginia,H,70,66
1/27/2024,Southeast Mo. St.,Little Rock,V,61,66
1/27/2024,Southern U.,Ark.-Pine Bluff,H,80,66
1/27/2024,Alabama St.,Prairie View,V,74,67
1/27/2024,Alcorn,Florida A&M,V,76,67
1/27/2024,Bryant,Vermont,H,57,67
1/27/2024,Col. of Charleston,Campbell,V,90,67
1/27/2024,Delaware,Towson,H,56,67
1/27/2024,FGCU,Austin Peay,H,73,67
1/27/2024,Marshall,Southern Miss.,H,83,67
1/27/2024,Montana,Sacramento St.,V,70,67
1/27/2024,San Diego,Pepperdine,V,69,67
1/27/2024,Southern Utah,Abilene Christian,V,82,67
1/27/2024,UT Arlington,Grand Canyon,H,61,67
1/27/2024,UT Martin,Lindenwood,H,76,67
1/27/2024,Virginia Tech,Georgia Tech,H,91,67
1/27/2024,Wofford,Furman,H,77,67
1/27/2024,A&M-Corpus Christi,Northwestern St.,V,79,68
1/27/2024,CSU Bakersfield,Cal St. Fullerton,V,50,68
1/27/2024,Central Conn. St.,Wagner,H,69,68
1/27/2024,Coppin St.,Norfolk St.,V,58,68
1/27/2024,Cornell,Princeton,H,83,68
1/27/2024,Fordham,Duquesne,V,59,68
1/27/2024,Miami (FL),Pittsburgh,H,72,68
1/27/2024,Miami (OH),Akron,H,70,68
1/27/2024,North Carolina,Florida St.,V,75,68
1/27/2024,Northern Colo.,Idaho,V,89,68
1/27/2024,Ole Miss,Texas A&M,V,71,68
1/27/2024,Tarleton St.,Utah Tech,H,86,68
1/27/2024,UCF,Cincinnati,V,57,68
1/27/2024,William & Mary,Northeastern,V,72,68
1/27/2024,Dayton,Richmond,V,64,69
1/27/2024,Jacksonville,Bellarmine,V,63,69
1/27/2024,Louisville,Virginia,H,52,69
1/27/2024,Pepperdine,San Diego,H,67,69
1/27/2024,Texas Southern,Alabama A&M,H,85,69
1/27/2024,Wagner,Central Conn. St.,V,68,69
1/27/2024,Washington St.,Colorado,H,78,69
1/27/2024,Akron,Miami (OH),V,68,70
1/27/2024,Eastern Wash.,Northern Ariz.,H,85,70
1/27/2024,Fresno St.,Air Force,H,84,70
1/27/2024,Ga. Southern,Old Dominion,V,76,70
1/27/2024,Gardner-Webb,USC Upstate,H,75,70
1/27/2024,Indiana,Illinois,V,62,70
1/27/2024,LMU (CA),Saint Mary's (CA),V,65,70
1/27/2024,La Salle,George Washington,V,80,70
1/27/2024,Loyola Maryland,Navy,V,74,70
1/27/2024,Missouri St.,Valparaiso,V,81,70
1/27/2024,Sacramento St.,Montana,H,67,70
1/27/2024,UNC Greensboro,Mercer,H,64,70
1/27/2024,West Virginia,Oklahoma St.,V,66,70
1/27/2024,Ball St.,NIU,H,81,71
1/27/2024,Bethune-Cookman,Jackson St.,H,82,71
1/27/2024,Charleston So.,UNC Asheville,H,65,71
1/27/2024,Charlotte,Tulane,V,75,71
1/27/2024,Dartmouth,Brown,H,75,71
1/27/2024,Duke,Clemson,H,72,71
1/27/2024,Oregon St.,Arizona St.,H,84,71
1/27/2024,Texas A&M,Ole Miss,H,68,71
1/27/2024,BYU,Texas,H,84,72
1/27/2024,Clemson,Duke,V,71,72
1/27/2024,Lehigh,Holy Cross,V,78,72
1/27/2024,Missouri,South Carolina,V,64,72
1/27/2024,Northeastern,William & Mary,H,68,72
1/27/2024,Omaha,Denver,V,91,72
1/27/2024,Pittsburgh,Miami (FL),V,68,72
1/27/2024,Samford,ETSU,V,75,72
1/27/2024,South Fla.,UTSA,H,89,72
1/27/2024,Toledo,Bowling Green,H,88,72
1/27/2024,UC Irvine,CSUN,H,77,72
1/27/2024,American,Colgate,H,54,73
1/27/2024,Austin Peay,FGCU,V,67,73
1/27/2024,Gonzaga,Pacific,V,82,73
1/27/2024,Hawaii,Cal Poly,H,83,73
1/27/2024,Liberty,Jacksonville St.,V,62,73
1/27/2024,Massachusetts,Saint Louis,V,84,73
1/27/2024,Nebraska,Maryland,V,51,73
1/27/2024,New Mexico St.,Louisiana Tech,V,53,73
1/27/2024,Presbyterian,Radford,V,58,73
1/27/2024,Washington,Utah,H,98,73
1/27/2024,Elon,Hampton,V,80,74
1/27/2024,Kansas St.,Houston,V,52,74
1/27/2024,Le Moyne,LIU,H,87,74
1/27/2024,Minnesota,Penn St.,V,83,74
1/27/2024,NJIT,UMBC,V,75,74
1/27/2024,Navy,Loyola Maryland,H,70,74
1/27/2024,Prairie View,Alabama St.,H,67,74
1/27/2024,Saint Francis (PA),Merrimack,H,55,74
1/27/2024,Southeastern La.,Lamar University,V,64,74
1/27/2024,St. Thomas (MN),North Dakota,H,64,74
1/27/2024,Tennessee Tech,SIUE,V,57,74
1/27/2024,UIC,Belmont,V,65,74
1/27/2024,Weber St.,Idaho St.,H,64,74
1/27/2024,Brown,Dartmouth,V,71,75
1/27/2024,Buffalo,Eastern Mich.,V,65,75
1/27/2024,ETSU,Samford,H,72,75
1/27/2024,Florida St.,North Carolina,H,68,75
1/27/2024,Iowa St.,Kansas,H,79,75
1/27/2024,Seton Hall,Marquette,V,57,75
1/27/2024,Tulane,Charlotte,H,71,75
1/27/2024,UIW,Houston Christian,H,79,75
1/27/2024,UMBC,NJIT,H,74,75
1/27/2024,USC Upstate,Gardner-Webb,V,70,75
1/27/2024,Vanderbilt,Tennessee,H,62,75
